,chlor_a,Station,date,lat,lon,sst,Year,Month,Day
3004,3.403395,E,20191013,22.375,114.875,28.47,2019,10,13
3005,2.8433921,F,20191013,22.375,115.125,28.34,2019,10,13
3006,1.7760375,A,20191014,22.125,114.625,27.82,2019,10,14
3007,1.3667964,B,20191014,22.125,114.875,27.88,2019,10,14
3008,0.93308586,C,20191014,22.125,115.125,27.859999,2019,10,14
3009,3.810911,D,20191014,22.375,114.625,27.71,2019,10,14
3010,3.667089,E,20191014,22.375,114.875,27.76,2019,10,14
3011,3.2060156,F,20191014,22.375,115.125,27.75,2019,10,14
3012,2.0602913,A,20191015,22.125,114.625,27.76,2019,10,15
3013,1.384823,B,20191015,22.125,114.875,27.67,2019,10,15
3014,1.0095075,C,20191015,22.125,115.125,27.58,2019,10,15
3015,3.7423568,D,20191015,22.375,114.625,27.699999,2019,10,15
3016,3.147264,E,20191015,22.375,114.875,27.599998,2019,10,15
3017,2.8313553,F,20191015,22.375,115.125,27.5,2019,10,15
3018,2.2260752,A,20191016,22.125,114.625,27.74,2019,10,16
3019,1.5067412,B,20191016,22.125,114.875,27.619999,2019,10,16
3020,1.0813695,C,20191016,22.125,115.125,27.51,2019,10,16
3021,3.9480126,D,20191016,22.375,114.625,27.74,2019,10,16
3022,3.3845012,E,20191016,22.375,114.875,27.599998,2019,10,16
3023,3.0942192,F,20191016,22.375,115.125,27.439999,2019,10,16
3024,2.184281,A,20191017,22.125,114.625,27.9,2019,10,17
3025,1.4947343,B,20191017,22.125,114.875,27.8,2019,10,17
3026,1.0730506,C,20191017,22.125,115.125,27.64,2019,10,17
3027,3.8289967,D,20191017,22.375,114.625,27.97,2019,10,17
3028,3.3061852,E,20191017,22.375,114.875,27.82,2019,10,17
3029,3.0898914,F,20191017,22.375,115.125,27.619999,2019,10,17
3030,2.207876,A,20191018,22.125,114.625,27.73,2019,10,18
3031,1.5868506,B,20191018,22.125,114.875,27.58,2019,10,18
3032,1.1236659,C,20191018,22.125,115.125,27.47,2019,10,18
3033,3.6941411,D,20191018,22.375,114.625,27.73,2019,10,18
3034,3.236543,E,20191018,22.375,114.875,27.59,2019,10,18
3035,2.9491348,F,20191018,22.375,115.125,27.38,2019,10,18
3036,2.3074458,A,20191019,22.125,114.625,27.56,2019,10,19
3037,1.6787603,B,20191019,22.125,114.875,27.41,2019,10,19
3038,1.1663307,C,20191019,22.125,115.125,27.26,2019,10,19
3039,3.8063283,D,20191019,22.375,114.625,27.599998,2019,10,19
3040,3.3423054,E,20191019,22.375,114.875,27.39,2019,10,19
3041,3.002821,F,20191019,22.375,115.125,27.16,2019,10,19
3042,2.5871108,A,20191021,22.125,114.625,27.14,2019,10,21
3043,1.9338139,B,20191021,22.125,114.875,27.06,2019,10,21
3044,1.3334122,C,20191021,22.125,115.125,26.88,2019,10,21
3045,3.8849244,D,20191021,22.375,114.625,27.16,2019,10,21
3046,3.5479314,E,20191021,22.375,114.875,27.029999,2019,10,21
3047,3.3490674,F,20191021,22.375,115.125,26.73,2019,10,21
3048,2.5835536,A,20191022,22.125,114.625,27.18,2019,10,22
3049,1.9333847,B,20191022,22.125,114.875,27.17,2019,10,22
3050,1.3641753,C,20191022,22.125,115.125,27.0,2019,10,22
3051,3.7492154,D,20191022,22.375,114.625,27.24,2019,10,22
3052,3.4065762,E,20191022,22.375,114.875,27.109999,2019,10,22
3053,3.2516751,F,20191022,22.375,115.125,26.88,2019,10,22
3054,2.2919202,A,20191023,22.125,114.625,27.25,2019,10,23
3055,1.7331285,B,20191023,22.125,114.875,27.18,2019,10,23
3056,1.2741432,C,20191023,22.125,115.125,27.039999,2019,10,23
3057,3.346572,D,20191023,22.375,114.625,27.109999,2019,10,23
3058,3.0618918,E,20191023,22.375,114.875,26.99,2019,10,23
3059,2.951293,F,20191023,22.375,115.125,26.789999,2019,10,23
3060,2.1023023,A,20191024,22.125,114.625,27.06,2019,10,24
3061,1.6029441,B,20191024,22.125,114.875,26.98,2019,10,24
3062,1.2178626,C,20191024,22.125,115.125,26.99,2019,10,24
3063,3.1303854,D,20191024,22.375,114.625,26.88,2019,10,24
3064,2.8732088,E,20191024,22.375,114.875,26.73,2019,10,24
3065,2.8065708,F,20191024,22.375,115.125,26.619999,2019,10,24
3066,2.200931,A,20191025,22.125,114.625,27.0,2019,10,25
3067,1.6922643,B,20191025,22.125,114.875,26.91,2019,10,25
3068,1.3016194,C,20191025,22.125,115.125,26.89,2019,10,25
3069,3.3217146,D,20191025,22.375,114.625,26.789999,2019,10,25
3070,3.0517755,E,20191025,22.375,114.875,26.56,2019,10,25
3071,2.9898899,F,20191025,22.375,115.125,26.49,2019,10,25
3072,2.305543,A,20191026,22.125,114.625,26.859999,2019,10,26
3073,1.8044664,B,20191026,22.125,114.875,26.779999,2019,10,26
3074,1.4189067,C,20191026,22.125,115.125,26.71,2019,10,26
3075,3.4181008,D,20191026,22.375,114.625,26.529999,2019,10,26
3076,3.1649532,E,20191026,22.375,114.875,26.289999,2019,10,26
3077,3.1397538,F,20191026,22.375,115.125,26.22,2019,10,26
3078,2.2707865,A,20191027,22.125,114.625,26.58,2019,10,27
3079,1.7538743,B,20191027,22.125,114.875,26.41,2019,10,27
3080,1.3694007,C,20191027,22.125,115.125,26.359999,2019,10,27
3081,3.4080715,D,20191027,22.375,114.625,26.18,2019,10,27
3082,3.1474802,E,20191027,22.375,114.875,25.939999,2019,10,27
3083,3.14097,F,20191027,22.375,115.125,25.83,2019,10,27
3084,2.1311233,A,20191028,22.125,114.625,26.58,2019,10,28
3085,1.6269599,B,20191028,22.125,114.875,26.47,2019,10,28
3086,1.2643628,C,20191028,22.125,115.125,26.42,2019,10,28
3087,3.2308254,D,20191028,22.375,114.625,26.21,2019,10,28
3088,2.9937046,E,20191028,22.375,114.875,25.99,2019,10,28
3089,3.020153,F,20191028,22.375,115.125,25.89,2019,10,28
3090,1.6788168,A,20191029,22.125,114.625,26.539999,2019,10,29
3091,1.2660245,B,20191029,22.125,114.875,26.47,2019,10,29
3092,1.0701224,C,20191029,22.125,115.125,26.43,2019,10,29
3093,3.2655144,D,20191029,22.375,114.625,26.119999,2019,10,29
3094,2.9961567,E,20191029,22.375,114.875,25.97,2019,10,29
3095,3.1010334,F,20191029,22.375,115.125,25.96,2019,10,29
3096,1.6109887,A,20191030,22.125,114.625,26.23,2019,10,30
3097,1.2367582,B,20191030,22.125,114.875,26.189999,2019,10,30
3098,1.0392764,C,20191030,22.125,115.125,26.029999,2019,10,30
3099,3.049269,D,20191030,22.375,114.625,25.9,2019,10,30
3100,2.8255212,E,20191030,22.375,114.875,25.76,2019,10,30
3101,2.9987822,F,20191030,22.375,115.125,25.609999,2019,10,30
3102,1.6861308,A,20191031,22.125,114.625,26.189999,2019,10,31
3103,1.2703559,B,20191031,22.125,114.875,26.07,2019,10,31
3104,1.0480471,C,20191031,22.125,115.125,25.92,2019,10,31
3105,3.1569366,D,20191031,22.375,114.625,25.9,2019,10,31
3106,2.8819447,E,20191031,22.375,114.875,25.689999,2019,10,31
3107,3.036909,F,20191031,22.375,115.125,25.529999,2019,10,31
3108,1.8333675,A,20191101,22.125,114.625,26.15,2019,11,1
3109,1.3810153,B,20191101,22.125,114.875,26.08,2019,11,1
3110,1.149561,C,20191101,22.125,115.125,25.949999,2019,11,1
3111,3.3162987,D,20191101,22.375,114.625,25.949999,2019,11,1
3112,3.028568,E,20191101,22.375,114.875,25.72,2019,11,1
3113,3.0662613,F,20191101,22.375,115.125,25.56,2019,11,1
3114,1.9532862,A,20191102,22.125,114.625,26.019999,2019,11,2
3115,1.4309472,B,20191102,22.125,114.875,25.92,2019,11,2
3116,1.1768467,C,20191102,22.125,115.125,25.89,2019,11,2
3117,2.999478,D,20191102,22.375,114.625,25.81,2019,11,2
3118,2.636301,E,20191102,22.375,114.875,25.59,2019,11,2
3119,2.5583825,F,20191102,22.375,115.125,25.47,2019,11,2
3120,1.883816,A,20191103,22.125,114.625,25.849998,2019,11,3
3121,1.4179775,B,20191103,22.125,114.875,25.689999,2019,11,3
3122,1.1521814,C,20191103,22.125,115.125,25.64,2019,11,3
3123,2.7797472,D,20191103,22.375,114.625,25.65,2019,11,3
3124,2.4571238,E,20191103,22.375,114.875,25.369999,2019,11,3
3125,2.3110328,F,20191103,22.375,115.125,25.279999,2019,11,3
3126,2.0192313,A,20191104,22.125,114.625,25.529999,2019,11,4
3127,1.5339074,B,20191104,22.125,114.875,25.47,2019,11,4
3128,1.2581881,C,20191104,22.125,115.125,25.529999,2019,11,4
3129,3.0539422,D,20191104,22.375,114.625,25.269999,2019,11,4
3130,2.7274737,E,20191104,22.375,114.875,25.09,2019,11,4
3131,2.5516865,F,20191104,22.375,115.125,25.06,2019,11,4
3132,2.207092,A,20191105,22.125,114.625,25.13,2019,11,5
3133,1.6289544,B,20191105,22.125,114.875,25.109999,2019,11,5
3134,1.3302553,C,20191105,22.125,115.125,25.22,2019,11,5
3135,3.3591683,D,20191105,22.375,114.625,24.84,2019,11,5
3136,2.948027,E,20191105,22.375,114.875,24.699999,2019,11,5
3137,2.7552073,F,20191105,22.375,115.125,24.71,2019,11,5
3138,2.172452,A,20191106,22.125,114.625,24.97,2019,11,6
3139,1.6073958,B,20191106,22.125,114.875,24.949999,2019,11,6
3140,1.3062582,C,20191106,22.125,115.125,24.949999,2019,11,6
3141,3.299507,D,20191106,22.375,114.625,24.75,2019,11,6
3142,2.901901,E,20191106,22.375,114.875,24.539999,2019,11,6
3143,2.707079,F,20191106,22.375,115.125,24.5,2019,11,6
3144,2.2501209,A,20191107,22.125,114.625,24.83,2019,11,7
3145,1.624391,B,20191107,22.125,114.875,24.81,2019,11,7
3146,1.3073671,C,20191107,22.125,115.125,24.83,2019,11,7
3147,3.5392435,D,20191107,22.375,114.625,24.59,2019,11,7
3148,3.0579057,E,20191107,22.375,114.875,24.5,2019,11,7
3149,2.798678,F,20191107,22.375,115.125,24.439999,2019,11,7
3150,2.4100385,A,20191108,22.125,114.625,24.789999,2019,11,8
3151,1.6622539,B,20191108,22.125,114.875,24.9,2019,11,8
3152,1.3272063,C,20191108,22.125,115.125,24.949999,2019,11,8
3153,3.6563692,D,20191108,22.375,114.625,24.49,2019,11,8
3154,3.0424085,E,20191108,22.375,114.875,24.449999,2019,11,8
3155,2.8159592,F,20191108,22.375,115.125,24.42,2019,11,8
3156,2.4419,A,20191109,22.125,114.625,24.99,2019,11,9
3157,1.6657792,B,20191109,22.125,114.875,25.07,2019,11,9
3158,1.3289835,C,20191109,22.125,115.125,25.13,2019,11,9
3159,3.604062,D,20191109,22.375,114.625,24.57,2019,11,9
3160,2.9342158,E,20191109,22.375,114.875,24.529999,2019,11,9
3161,2.7420568,F,20191109,22.375,115.125,24.48,2019,11,9
3162,2.6433258,A,20191110,22.125,114.625,25.13,2019,11,10
3163,1.7882792,B,20191110,22.125,114.875,25.119999,2019,11,10
3164,1.4396814,C,20191110,22.125,115.125,25.09,2019,11,10
3165,3.907727,D,20191110,22.375,114.625,24.72,2019,11,10
3166,3.165305,E,20191110,22.375,114.875,24.51,2019,11,10
3167,2.9937847,F,20191110,22.375,115.125,24.38,2019,11,10
3168,2.576969,A,20191111,22.125,114.625,25.14,2019,11,11
3169,1.7551068,B,20191111,22.125,114.875,25.14,2019,11,11
3170,1.4267381,C,20191111,22.125,115.125,25.1,2019,11,11
3171,3.806639,D,20191111,22.375,114.625,24.83,2019,11,11
3172,3.1054976,E,20191111,22.375,114.875,24.56,2019,11,11
3173,2.9798503,F,20191111,22.375,115.125,24.42,2019,11,11
3174,2.473088,A,20191112,22.125,114.625,25.109999,2019,11,12
3175,1.6682343,B,20191112,22.125,114.875,25.06,2019,11,12
3176,1.3377192,C,20191112,22.125,115.125,25.1,2019,11,12
3177,3.6065629,D,20191112,22.375,114.625,24.859999,2019,11,12
3178,2.9182637,E,20191112,22.375,114.875,24.539999,2019,11,12
3179,2.7996492,F,20191112,22.375,115.125,24.46,2019,11,12
3180,2.3531578,A,20191113,22.125,114.625,25.18,2019,11,13
3181,1.5633867,B,20191113,22.125,114.875,25.16,2019,11,13
3182,1.2711805,C,20191113,22.125,115.125,25.21,2019,11,13
3183,3.4179623,D,20191113,22.375,114.625,24.939999,2019,11,13
3184,2.7343647,E,20191113,22.375,114.875,24.66,2019,11,13
3185,2.6546192,F,20191113,22.375,115.125,24.56,2019,11,13
3186,2.4070022,A,20191114,22.125,114.625,25.01,2019,11,14
3187,1.5877479,B,20191114,22.125,114.875,24.97,2019,11,14
3188,1.2894571,C,20191114,22.125,115.125,25.039999,2019,11,14
3189,3.4987233,D,20191114,22.375,114.625,24.769999,2019,11,14
3190,2.7867534,E,20191114,22.375,114.875,24.49,2019,11,14
3191,2.7093387,F,20191114,22.375,115.125,24.369999,2019,11,14
3192,2.563349,A,20191115,22.125,114.625,24.93,2019,11,15
3193,1.6697314,B,20191115,22.125,114.875,24.88,2019,11,15
3194,1.3577415,C,20191115,22.125,115.125,24.93,2019,11,15
3195,3.7006881,D,20191115,22.375,114.625,24.64,2019,11,15
3196,2.9010217,E,20191115,22.375,114.875,24.369999,2019,11,15
3197,2.8379226,F,20191115,22.375,115.125,24.25,2019,11,15
3198,2.6752276,A,20191116,22.125,114.625,24.96,2019,11,16
3199,1.7162012,B,20191116,22.125,114.875,24.92,2019,11,16
3200,1.4017327,C,20191116,22.125,115.125,24.98,2019,11,16
3201,3.8442836,D,20191116,22.375,114.625,24.58,2019,11,16
3202,2.9774818,E,20191116,22.375,114.875,24.359999,2019,11,16
3203,2.9246566,F,20191116,22.375,115.125,24.269999,2019,11,16
3204,2.5061023,A,20191117,22.125,114.625,25.06,2019,11,17
3205,1.590183,B,20191117,22.125,114.875,25.13,2019,11,17
3206,1.3080306,C,20191117,22.125,115.125,25.24,2019,11,17
3207,3.5703843,D,20191117,22.375,114.625,24.48,2019,11,17
3208,2.7333748,E,20191117,22.375,114.875,24.38,2019,11,17
3209,2.706989,F,20191117,22.375,115.125,24.38,2019,11,17
3210,2.6405218,A,20191118,22.125,114.625,25.08,2019,11,18
3211,1.547453,B,20191118,22.125,114.875,25.22,2019,11,18
3212,1.3005784,C,20191118,22.125,115.125,25.35,2019,11,18
3213,3.7390072,D,20191118,22.375,114.625,24.519999,2019,11,18
3214,2.7116551,E,20191118,22.375,114.875,24.439999,2019,11,18
3215,2.8139205,F,20191118,22.375,115.125,24.46,2019,11,18
3216,2.7237937,A,20191119,22.125,114.625,24.68,2019,11,19
3217,1.5253929,B,20191119,22.125,114.875,24.81,2019,11,19
3218,1.2813704,C,20191119,22.125,115.125,24.85,2019,11,19
3219,3.8414235,D,20191119,22.375,114.625,24.09,2019,11,19
3220,2.649404,E,20191119,22.375,114.875,23.96,2019,11,19
3221,2.7153764,F,20191119,22.375,115.125,23.88,2019,11,19
3222,2.6085339,A,20191120,22.125,114.625,24.42,2019,11,20
3223,1.5591952,B,20191120,22.125,114.875,24.439999,2019,11,20
3224,1.3010485,C,20191120,22.125,115.125,24.43,2019,11,20
3225,3.6853437,D,20191120,22.375,114.625,23.84,2019,11,20
3226,2.657999,E,20191120,22.375,114.875,23.619999,2019,11,20
3227,2.6836054,F,20191120,22.375,115.125,23.56,2019,11,20
3228,2.5748765,A,20191121,22.125,114.625,24.43,2019,11,21
3229,1.6470206,B,20191121,22.125,114.875,24.369999,2019,11,21
3230,1.3654604,C,20191121,22.125,115.125,24.32,2019,11,21
3231,3.6873918,D,20191121,22.375,114.625,23.85,2019,11,21
3232,2.8107717,E,20191121,22.375,114.875,23.55,2019,11,21
3233,2.778896,F,20191121,22.375,115.125,23.449999,2019,11,21
3234,2.4806786,A,20191122,22.125,114.625,24.59,2019,11,22
3235,1.6342735,B,20191122,22.125,114.875,24.5,2019,11,22
3236,1.352801,C,20191122,22.125,115.125,24.4,2019,11,22
3237,3.572466,D,20191122,22.375,114.625,24.01,2019,11,22
3238,2.793343,E,20191122,22.375,114.875,23.68,2019,11,22
3239,2.7345686,F,20191122,22.375,115.125,23.55,2019,11,22
3240,2.5570924,A,20191123,22.125,114.625,24.48,2019,11,23
3241,1.6763917,B,20191123,22.125,114.875,24.39,2019,11,23
3242,1.3776807,C,20191123,22.125,115.125,24.33,2019,11,23
3243,3.6935024,D,20191123,22.375,114.625,23.85,2019,11,23
3244,2.8621998,E,20191123,22.375,114.875,23.56,2019,11,23
3245,2.7867422,F,20191123,22.375,115.125,23.38,2019,11,23
3246,2.5653272,A,20191124,22.125,114.625,24.41,2019,11,24
3247,1.7448922,B,20191124,22.125,114.875,24.38,2019,11,24
3248,1.4427658,C,20191124,22.125,115.125,24.35,2019,11,24
3249,3.7065172,D,20191124,22.375,114.625,23.8,2019,11,24
3250,2.9640732,E,20191124,22.375,114.875,23.57,2019,11,24
3251,2.8893201,F,20191124,22.375,115.125,23.5,2019,11,24
3252,2.811373,A,20191125,22.125,114.625,24.369999,2019,11,25
3253,1.9340373,B,20191125,22.125,114.875,24.269999,2019,11,25
3254,1.5957892,C,20191125,22.125,115.125,24.269999,2019,11,25
3255,4.0962896,D,20191125,22.375,114.625,23.859999,2019,11,25
3256,3.3240108,E,20191125,22.375,114.875,23.539999,2019,11,25
3257,3.2162814,F,20191125,22.375,115.125,23.449999,2019,11,25
3258,2.7043736,A,20191126,22.125,114.625,23.59,2019,11,26
3259,1.898233,B,20191126,22.125,114.875,23.449999,2019,11,26
3260,1.573857,C,20191126,22.125,115.125,23.4,2019,11,26
3261,3.9395754,D,20191126,22.375,114.625,23.18,2019,11,26
3262,3.2448943,E,20191126,22.375,114.875,22.939999,2019,11,26
3263,3.129138,F,20191126,22.375,115.125,22.82,2019,11,26
3264,2.8409102,A,20191127,22.125,114.625,23.08,2019,11,27
3265,2.0309305,B,20191127,22.125,114.875,23.06,2019,11,27
3266,1.683406,C,20191127,22.125,115.125,23.15,2019,11,27
3267,4.109939,D,20191127,22.375,114.625,22.689999,2019,11,27
3268,3.4277816,E,20191127,22.375,114.875,22.57,2019,11,27
3269,3.293493,F,20191127,22.375,115.125,22.619999,2019,11,27
3270,2.779248,A,20191128,22.125,114.625,22.699999,2019,11,28
3271,2.0859184,B,20191128,22.125,114.875,22.72,2019,11,28
3272,1.7156672,C,20191128,22.125,115.125,22.98,2019,11,28
3273,3.998745,D,20191128,22.375,114.625,22.359999,2019,11,28
3274,3.4500935,E,20191128,22.375,114.875,22.24,2019,11,28
3275,3.2578974,F,20191128,22.375,115.125,22.4,2019,11,28
3276,2.705913,A,20191129,22.125,114.625,22.72,2019,11,29
3277,2.0356362,B,20191129,22.125,114.875,22.98,2019,11,29
3278,1.6462342,C,20191129,22.125,115.125,23.439999,2019,11,29
3279,3.889973,D,20191129,22.375,114.625,22.3,2019,11,29
3280,3.3681824,E,20191129,22.375,114.875,22.369999,2019,11,29
3281,3.1356015,F,20191129,22.375,115.125,22.63,2019,11,29
3282,2.6692772,A,20191130,22.125,114.625,22.699999,2019,11,30
3283,1.9808457,B,20191130,22.125,114.875,23.18,2019,11,30
3284,1.5622492,C,20191130,22.125,115.125,23.67,2019,11,30
3285,3.7949173,D,20191130,22.375,114.625,22.17,2019,11,30
3286,3.2414813,E,20191130,22.375,114.875,22.359999,2019,11,30
3287,2.9583733,F,20191130,22.375,115.125,22.769999,2019,11,30
3288,2.7354567,A,20191201,22.125,114.625,22.88,2019,12,1
3289,1.9853879,B,20191201,22.125,114.875,23.34,2019,12,1
3290,1.4991448,C,20191201,22.125,115.125,23.85,2019,12,1
3291,3.9194155,D,20191201,22.375,114.625,22.31,2019,12,1
3292,3.313638,E,20191201,22.375,114.875,22.519999,2019,12,1
3293,2.9636343,F,20191201,22.375,115.125,22.99,2019,12,1
3294,2.3209095,A,20191202,22.125,114.625,23.22,2019,12,2
3295,1.694226,B,20191202,22.125,114.875,23.55,2019,12,2
3296,1.3023424,C,20191202,22.125,115.125,23.85,2019,12,2
3297,3.2981956,D,20191202,22.375,114.625,22.82,2019,12,2
3298,2.7943323,E,20191202,22.375,114.875,22.93,2019,12,2
3299,2.528669,F,20191202,22.375,115.125,23.06,2019,12,2
3300,2.6360488,A,20191203,22.125,114.625,22.8,2019,12,3
3301,1.9265469,B,20191203,22.125,114.875,23.05,2019,12,3
3302,1.4252908,C,20191203,22.125,115.125,23.23,2019,12,3
3303,3.7915611,D,20191203,22.375,114.625,22.32,2019,12,3
3304,3.242037,E,20191203,22.375,114.875,22.42,2019,12,3
3305,2.8839765,F,20191203,22.375,115.125,22.33,2019,12,3
3306,2.4707477,A,20191204,22.125,114.625,22.039999,2019,12,4
3307,1.8177629,B,20191204,22.125,114.875,22.539999,2019,12,4
3308,1.3289882,C,20191204,22.125,115.125,22.65,2019,12,4
3309,3.524681,D,20191204,22.375,114.625,21.619999,2019,12,4
3310,3.0296495,E,20191204,22.375,114.875,21.869999,2019,12,4
3311,2.6787481,F,20191204,22.375,115.125,21.779999,2019,12,4
3312,2.3008897,A,20191205,22.125,114.625,21.77,2019,12,5
3313,1.6872492,B,20191205,22.125,114.875,22.13,2019,12,5
3314,1.2174149,C,20191205,22.125,115.125,22.21,2019,12,5
3315,3.254519,D,20191205,22.375,114.625,21.17,2019,12,5
3316,2.7896972,E,20191205,22.375,114.875,21.24,2019,12,5
3317,2.4470854,F,20191205,22.375,115.125,21.17,2019,12,5
3318,2.5323048,A,20191206,22.125,114.625,21.699999,2019,12,6
3319,1.8274704,B,20191206,22.125,114.875,21.93,2019,12,6
3320,1.303408,C,20191206,22.125,115.125,22.02,2019,12,6
3321,3.5670505,D,20191206,22.375,114.625,20.88,2019,12,6
3322,3.0186365,E,20191206,22.375,114.875,20.81,2019,12,6
3323,2.639135,F,20191206,22.375,115.125,20.81,2019,12,6
3324,2.6805918,A,20191207,22.125,114.625,21.81,2019,12,7
3325,1.9891051,B,20191207,22.125,114.875,21.83,2019,12,7
3326,1.475093,C,20191207,22.125,115.125,21.9,2019,12,7
3327,3.760422,D,20191207,22.375,114.625,21.0,2019,12,7
3328,3.239746,E,20191207,22.375,114.875,20.71,2019,12,7
3329,2.8761292,F,20191207,22.375,115.125,20.66,2019,12,7
3330,2.1490932,A,20191208,22.125,114.625,21.609999,2019,12,8
3331,1.6184558,B,20191208,22.125,114.875,21.63,2019,12,8
3332,1.2682953,C,20191208,22.125,115.125,21.779999,2019,12,8
3333,2.9736588,D,20191208,22.375,114.625,20.779999,2019,12,8
3334,2.5676932,E,20191208,22.375,114.875,20.48,2019,12,8
3335,2.3529556,F,20191208,22.375,115.125,20.439999,2019,12,8
3336,2.4997792,A,20191209,22.125,114.625,21.039999,2019,12,9
3337,1.8976226,B,20191209,22.125,114.875,21.33,2019,12,9
3338,1.4720335,C,20191209,22.125,115.125,21.699999,2019,12,9
3339,3.5127578,D,20191209,22.375,114.625,20.289999,2019,12,9
3340,3.0539713,E,20191209,22.375,114.875,20.029999,2019,12,9
3341,2.7820053,F,20191209,22.375,115.125,20.289999,2019,12,9
3342,2.4425495,A,20191210,22.125,114.625,20.789999,2019,12,10
3343,1.843469,B,20191210,22.125,114.875,21.24,2019,12,10
3344,1.4341538,C,20191210,22.125,115.125,21.789999,2019,12,10
3345,3.4600213,D,20191210,22.375,114.625,19.97,2019,12,10
3346,2.997781,E,20191210,22.375,114.875,19.97,2019,12,10
3347,2.7301972,F,20191210,22.375,115.125,20.4,2019,12,10
3348,2.4660244,A,20191211,22.125,114.625,20.64,2019,12,11
3349,1.864078,B,20191211,22.125,114.875,21.08,2019,12,11
3350,1.4388094,C,20191211,22.125,115.125,21.779999,2019,12,11
3351,3.5106251,D,20191211,22.375,114.625,19.8,2019,12,11
3352,3.040644,E,20191211,22.375,114.875,19.84,2019,12,11
3353,2.7606268,F,20191211,22.375,115.125,20.3,2019,12,11
3354,2.486077,A,20191212,22.125,114.625,20.789999,2019,12,12
3355,1.8796386,B,20191212,22.125,114.875,21.16,2019,12,12
3356,1.5178136,C,20191212,22.125,115.125,21.76,2019,12,12
3357,3.6791499,D,20191212,22.375,114.625,19.97,2019,12,12
3358,3.1698163,E,20191212,22.375,114.875,19.89,2019,12,12
3359,3.0251198,F,20191212,22.375,115.125,20.26,2019,12,12
3360,2.604596,A,20191213,22.125,114.625,21.05,2019,12,13
3361,1.9890307,B,20191213,22.125,114.875,21.38,2019,12,13
3362,1.5996492,C,20191213,22.125,115.125,21.88,2019,12,13
3363,3.799908,D,20191213,22.375,114.625,20.07,2019,12,13
3364,3.2935088,E,20191213,22.375,114.875,19.89,2019,12,13
3365,3.13391,F,20191213,22.375,115.125,20.23,2019,12,13
3366,2.5681665,A,20191214,22.125,114.625,20.71,2019,12,14
3367,1.9594923,B,20191214,22.125,114.875,21.13,2019,12,14
3368,1.5777117,C,20191214,22.125,115.125,21.64,2019,12,14
3369,3.7573245,D,20191214,22.375,114.625,19.57,2019,12,14
3370,3.2499654,E,20191214,22.375,114.875,19.59,2019,12,14
3371,3.1157532,F,20191214,22.375,115.125,20.01,2019,12,14
3372,2.5063617,A,20191215,22.125,114.625,20.72,2019,12,15
3373,1.9032503,B,20191215,22.125,114.875,21.109999,2019,12,15
3374,1.5435206,C,20191215,22.125,115.125,21.6,2019,12,15
3375,3.6825294,D,20191215,22.375,114.625,19.63,2019,12,15
3376,3.169023,E,20191215,22.375,114.875,19.63,2019,12,15
3377,3.0625453,F,20191215,22.375,115.125,20.02,2019,12,15
3378,2.2947285,A,20191216,22.125,114.625,21.0,2019,12,16
3379,1.755796,B,20191216,22.125,114.875,21.52,2019,12,16
3380,1.4210634,C,20191216,22.125,115.125,22.119999,2019,12,16
3381,3.329653,D,20191216,22.375,114.625,20.09,2019,12,16
3382,2.8742359,E,20191216,22.375,114.875,20.23,2019,12,16
3383,2.7672453,F,20191216,22.375,115.125,20.74,2019,12,16
3384,2.3878357,A,20191217,22.125,114.625,21.09,2019,12,17
3385,1.8651074,B,20191217,22.125,114.875,21.49,2019,12,17
3386,1.4841226,C,20191217,22.125,115.125,22.119999,2019,12,17
3387,3.453652,D,20191217,22.375,114.625,20.41,2019,12,17
3388,3.0393267,E,20191217,22.375,114.875,20.41,2019,12,17
3389,2.9147956,F,20191217,22.375,115.125,20.72,2019,12,17
3390,2.3630753,A,20191218,22.125,114.625,21.13,2019,12,18
3391,1.8280051,B,20191218,22.125,114.875,21.359999,2019,12,18
3392,1.4669287,C,20191218,22.125,115.125,21.779999,2019,12,18
3393,3.4801269,D,20191218,22.375,114.625,20.59,2019,12,18
3394,3.0739808,E,20191218,22.375,114.875,20.48,2019,12,18
3395,3.0000262,F,20191218,22.375,115.125,20.689999,2019,12,18
3396,2.2266235,A,20191219,22.125,114.625,21.27,2019,12,19
3397,1.7031754,B,20191219,22.125,114.875,21.48,2019,12,19
3398,1.3667417,C,20191219,22.125,115.125,21.83,2019,12,19
3399,3.3448794,D,20191219,22.375,114.625,20.75,2019,12,19
3400,2.943179,E,20191219,22.375,114.875,20.63,2019,12,19
3401,2.8677242,F,20191219,22.375,115.125,20.84,2019,12,19
3402,2.0371826,A,20191220,22.125,114.625,21.24,2019,12,20
3403,1.5813266,B,20191220,22.125,114.875,21.449999,2019,12,20
3404,1.2719947,C,20191220,22.125,115.125,21.84,2019,12,20
3405,3.0270967,D,20191220,22.375,114.625,20.699999,2019,12,20
3406,2.7083037,E,20191220,22.375,114.875,20.59,2019,12,20
3407,2.6497655,F,20191220,22.375,115.125,20.82,2019,12,20
3408,2.029393,A,20191221,22.125,114.625,21.25,2019,12,21
3409,1.5624381,B,20191221,22.125,114.875,21.41,2019,12,21
3410,1.2536855,C,20191221,22.125,115.125,21.689999,2019,12,21
3411,3.0163372,D,20191221,22.375,114.625,20.65,2019,12,21
3412,2.6916053,E,20191221,22.375,114.875,20.6,2019,12,21
3413,2.624744,F,20191221,22.375,115.125,20.68,2019,12,21
